269.3,Manufacture of made-up convas goods such as tents and sails etc.(manufacture of canvas footwear is classified in group 301, that of furnishing articles in group 266 and of school bags and similar articles in group 265),,,,,,,,,,,
269.4,Manufacture of wadding of textile materials and articles of wadding such as sanitary towels and tampons,,,,,,,,,,,,
269.5,"Manufacture of metallised yarn or gimped yarn; rubber thread or cord covered with textile material; textile yarn or strip, impregnated, covered or sheathed with rubber or plastics(i.e. elastics)",,,,,,,,,,,,
269.9,"Manufacture of other textiles/textile products n.e.c. (Products manufacture of which is classified in this class are : tyre cord fabrics of high tenacity man made yarn; other treated or coated fabrics n.e.c.; tracing cloth; canvas prepared for use by painters; buckrum and other similar stiffened textile fabrics; hosepiping and similar textile tubing with or without lining; textile products or articles for technical uses such as bolting cloth; straining cloth, fabrics or felts used in paper making and other special fabrics n.e.c.)",,,,,,,,,,,,
270,Sawing and planing of wood (other than plywood),,,,,,,,,,,,
271,"Manufacture of veneer sheets, plywood and their products",,,,,,,,,,,,
271.1,Manufacture of plywood and veneer sheets,,,,,,,,,,,,
271.2,Manufacture of flush doors and other boards or panels,,,,,,,,,,,,
271.9,Manufacture of other plywood products n.e.c.,,,,,,,,,,,,
272,"Manufacture of structural wooden goods (including treated timber) such as beams, posts, doors and windows(excluding hewing and rough shaping of poles, bolts and other wood material which is classified under logging)",,,,,,,,,,,,
273,"Manufacture of wooden and cane boxes, crates, drums, barrels and other containers, baskets and other wares made entirely or mainly of cane, rattan, reed, bamboo, willow, fibres, leaves and grass",,,,,,,,,,,,
273.1,"Manufacture of wooden boxes, barrels, etc. (except of plywood)",,,,,,,,,,,,
273.2,Manufacture of plywood chests,,,,,,,,,,,,
273.3,"Manufacture of market basketry, grain storage bins, ration baskets and similar products made from bamboo and reed, etc.",,,,,,,,,,,,
273.4,"Manufacture from cane and bamboo of shopping bags, ornament boxes, costume articles, trays, table lamps, fancy baskets, table mats, tumbler and vessel holders and other household utilities",,,,,,,,,,,,
273.5,"Manufacture of articles made of palm leaf, screwpine leaf and khajoor leaf etc.",,,,,,,,,,,,
273.6,"Manufacture of articles of aloe fibre, banana fibre, sisal fibre and pineapple fibre etc.",,,,,,,,,,,,
273.7,Manufacture of products of pith and shalapith,,,,,,,,,,,,
273.9,"Manufacture of other wooden containers and products made entirely or mainly of cane, rattan, bamboo willow, fibres, leaves and grass n.e.c.",,,,,,,,,,,,
272,"Manufacture of structural wooden goods (including treated timber) such as beams, posts, doors and windows (excluding hewing and rough shaping of poles, bolts and other wood material which is classified under logging)",,,,,,,,,,,,
274,Manufacture of wooden industrial goods n.e.c.,,,,,,,,,,,,
274.1,"Manufacture of wooden industrial fixtures such as bobbins, spools, sewing reels, etc.",,,,,,,,,,,,
274.2,Manufacture of wooden tool handles,,,,,,,,,,,,
274.3,"Manufacture of wooden blocks, moulding patterns and similar articles",,,,,,,,,,,,
274.9,Manufacture of other wooden industrial goods n.e.c.,,,,,,,,,,,,
275,Manufacture of cork and cork products,,,,,,,,,,,,
276,Manufacture of wooden furniture and fixtures,,,,,,,,,,,,
277,Manufacture of bamboo and cane furniture and fixture,,,,,,,,,,,,
277.1,"Manufacture of bamboo, cane and reed furniture and fixtures",,,,,,,,,,,,
277.2,"Manufacture of bamboo, cane and reed screens",,,,,,,,,,,,
277.9,"Manufacture of other finishing articles of bamboo, cane, reed, rattan, etc. n.e.c.",,,,,,,,,,,,
279,"Manufacture of products of wood, bamboo, cane reed and grass (including articles made from coconut shells etc.) n.e.c.",,,,,,,,,,,,
279.1,"Manufacture of bamboo, cane, reed and grass products n.e.c. (thatching etc.)",,,,,,,,,,,,
279.2,Manufacture of broomsticks,,,,,,,,,,,,
279.3,"Manufacture of wooden toys, decoration pieces and wooden lamp stands, etc.(including hand carved wood articles, walking sticks; and articles made from coconut shells, etc.)",,,,,,,,,,,,
279.4,Manufacture of wooden agricultural implements,,,,,,,,,,,,
279.5,Manufacture of other wooden household products n.e.c.,,,,,,,,,,,,
279.9,Manufacture of other wood products n.e.c.,,,,,,,,,,,,
280,"Manufacture of pulp, paper and paper board including manufacture of newsprint",,,,,,,,,,,,
280.1,Manufacture of pulp (machine made),,,,,,,,,,,,
280.2,Manufacture of paper (machine made),,,,,,,,,,,,
280.3,Manufacture of newsprint (machine made),,,,,,,,,,,,
280.4,Manufacture of packaging paper(machine made),,,,,,,,,,,,
280.5,Manufacture of paper board and straw board (machine made),,,,,,,,,,,,
280.6,Manufacture of hard board including false board and chip board (machine made),,,,,,,,,,,,
280.7,"Manufacture of hand made pulp, paper and paper-board etc.",,,,,,,,,,,,
280.9,Manufacture of other primary paper materials n.e.c.,,,,,,,,,,,,
281,Manufacture of containers and boxes of paper or paper board,,,,,,,,,,,,
281.1,Manufacture of paper bags,,,,,,,,,,,,
281.2,Manufacture of card board boxes,,,,,,,,,,,,
281.3,Manufacture of corrugated fibre board containers,,,,,,,,,,,,
281.9,Manufacture of other containers and boxes of paper or paper board n.e.c.,,,,,,,,,,,,
282,Manufacture of paper and paper board articles and pulp products not elsewhere classified,,,,,,,,,,,,
282.1,Manufacture of paper hoops,,,,,,,,,,,,
282.2,Manufacture of paper cones,,,,,,,,,,,,
282.3,"Manufacture of paper cups, saucers, plates and other similar products",,,,,,,,,,,,
282.4,Manufacture of other paper and paper board articles n.e.c.,,,,,,,,,,,,
282.5,Manufacture of dolls from pulp,,,,,,,,,,,,
282.6,Manufacture of papier mache articles,,,,,,,,,,,,
282.9,Manufacture of other pulp products n.e.c.,,,,,,,,,,,,
283,Manufacture of special purpose paper whether or not printed n.e.c.,,,,,,,,,,,,
283.1,Manufacture of special purpose paper/paper products for computers,,,,,,,,,,,,
283.2,Manufacture of wall paper,,,,,,,,,,,,
283.9,Manufacture of other special purpose paper n.e.c.,,,,,,,,,,,,
284,Printing and purblishing of newspapers,,,,,,,,,,,,
285,"Printing and publishing of periodicals books, journals, directories, atlases, maps, sheet music, schedules & Pamphlets etc.",,,,,,,,,,,,
285.1,"Printing but not publishing of periodicals, books, journals, directories, atlases, maps and sheet music, schedules & pamphlets, etc.",,,,,,,,,,,,
285.2,"Publishing but not printing of periodicals, books, journals, directories, atlases, maps and sheet music, etc.",,,,,,,,,,,,
285.3,"Printing and publishing of periodicals, books journals, directories, atlases, maps and sheet music etc.",,,,,,,,,,,,
286,"Printing of bank notes, currency notes, postage stamps, security passes, stamp papers and other similar products",,,,,,,,,,,,
287,"Engraving, etching, and block-making etc.",,,,,,,,,,,,
288,Book binding on account of others,,,,,,,,,,,,
289,Printing and allied activities not elsewhere classified,,,,,,,,,,,,
289.1,"Envelope printing, postcard printing and embossing",,,,,,,,,,,,
289.2,Manufacture of playing cards,,,,,,,,,,,,
289.9,Printing and allied activities n.e.c.,,,,,,,,,,,,
290,"Tanning, curing,, finishing, embossing and japanning of leather",,,,,,,,,,,,
290.1,Flaying and curing of raw hides and skins,,,,,,,,,,,,
290.2,Tanning and finishing of sole leather,,,,,,,,,,,,
290.3,Tanning and finishing of industrial leather,,,,,,,,,,,,
290.4,Vegetable tanning of light leather,,,,,,,,,,,,
290.5,Chrome tanning of leather,,,,,,,,,,,,
290.6,"Finishing of upper leather, lining leather and garment leather, etc.",,,,,,,,,,,,
290.9,"Other tanning, curing, finishing embossing and japanning of leather n.e.c.",,,,,,,,,,,,
291,Manufacture of footwear excluding repair) except of vulcanized or moulded rubber or plastic,,,,,,,,,,,,
291.1,Manufacture of leather shoes by/on hand/cottage scale,,,,,,,,,,,,
291.2,Manufacture of leather shoes other than by/on hand/cottage scale,,,,,,,,,,,,
291.3,Manufacture of leather-cum-rubber/plastic cloth shoes by/on hand/cottage scale,,,,,,,,,,,,
291.4,Manufacture of leather-cum-rubber/plastic cloth shoes other than by/on hand/cottage scale,,,,,,,,,,,,
291.5,Manufacture of leather sandals and chappals by/on hand/cottage scale,,,,,,,,,,,,
291.6,Manufacture of sandals and chappals other than by/on hand/cottage scale,,,,,,,,,,,,
291.7,Manufacture of leather-cum-rubber/plastic cloth sandals and chappals by/on hand/cottage scale,,,,,,,,,,,,
291.8,Manufacture of leather-cum-rubber/plastic sandals and chappals other than by/on hand/cottage scale,,,,,,,,,,,,
292,Manufacture of wearing apparel of leather and substitutes of leather,,,,,,,,,,,,
293,Manufacture of consumer goods of leather and substitutes of leather, other than apparel and footwear(Note: Manufacture of school bags and traveling accessories from water-proof textile fabrics is included in group 266),,,,,,,,,,,
293.1,"Manufacture of travel goods like suitcases, bags and holdalls, etc.",,,,,,,,,,,,
293.2,"Manufacture of purses and ladies/handbags, artistic leather presentation articles and novelties etc.",,,,,,,,,,,,
293.9,Manufacture of other consumer goods of leather and substitutes of leather n.e.c.,,,,,,,,,,,,
294,"Scrapping, currying, tanning, bleaching and dyeing of fur and other pelts for the trade",,,,,,,,,,,,
295,Manufacture of wearing apparel of fur and pelts,,,,,,,,,,,,
296,Manufacture of fur and skin rugs and other similar articles,,,,,,,,,,,,
299,Manufacture of leather and fur products n.e.c.,,,,,,,,,,,,
299.1,Embroidering and embossing of leather articles by hand,,,,,,,,,,,,
299.2,Manufacture of hand printed leather articles,,,,,,,,,,,,
299.3,Stuffing of animals and birds hides,,,,,,,,,,,,
299.4,Manufacture of saddlery and harness,,,,,,,,,,,,
299.9,Manufacture of other leather and fur products n.e.c.,,,,,,,,,,,,
300.1,"Manufacture of nitric acid, ammonia, commercial ammonium chloride, nitrates of potassium and other basic chemicals of nitrogenous fertilizer industry.",,,,,,,,,,,,
300.2,"Manufacture of industrial gases (includes manufacture of elemental gases, liquid or compressed air, acetylene refrigerant gases and mixed industrial gases etc.)",,,,,,,,,,,,
300.3,Manufacture of inorganic acids (manufacture of nitric acid is classified in class 300.1),,,,,,,,,,,,
300.4,"Manufacture of industrial monocarboxilic fatty acids, acid oils from refining and industrial fatty alcohols; manufacture of glycerine.",,,,,,,,,,,,
300.5,Manufacture of tanning or dying extracts, tannins and their derivatives and colouring matter n.e.c.(manufacture of indigo is included).,,,,,,,,,,,
300.6,Manufacture of turpentine and resins of vegetable origin (includes manufacture of tall oil, terpenic oils produced by the treatment of coniferous woods, crude dipentene, crude para-cymene, pine oil, rosin and resin acids and derivatives thereof, rosin spirt and rosin oils, rum gums, wood tar, wood tar oils, wood cresote, wood naptha, vegetable pitch and brewer's pitch)
300.7,"Manufacture of organic acids, (including acetic acid) alcohols; phenols and phenol-alcohols. Methanol and higher alcohols (manufacture of ethyle alcohol is classified in group 200).",,,,,,,,,,,,
300.8,"Manufacture of basic inorganic chemicals n.e.c. (includes manufacture of roasted iron pyrites, chemical elements other than in gaseous forms; inorganic oxygen compounds of non-metals; halogen or sulpher compounds of non-metals; inorganic bases and oxides, hydroxides and peroxides of metals other than ammonia; flurides, flurosilicates, fluroaluminates and other complex fluorine salts; chlorides, chloride oxides and chloride hydroxides other than ammonium chloride;bromides and bromide oxides; iodides and iodide oxides; sulphates; alums; peroxosulphates (persulphate);carbonates and peroxocarbonates (Percarbonates); cyanides, cyanide oxides and complex cyanides; salts of oxometallic or peroxometallic acids and salts n.e.c. manufacture of sodium chloride (salt) is classified in group 208.   Manufacture of isotopes and compounds thereof (including heavy water) colloidal precious metals and compounds thereof; compounds of rare earth metals, of yytrium or of scandium, refined sulpher and manufacture of inorganic chemicals for technical or laboratory uses is classified in group 309.  Manufacture of distilled water is also classified in group 309.  Manufacture of radioactive chemical elements and radioactive isotopes is classified in group 317).",,,,,,,,,,,,
300.9,"Manufacture of basic organic chemicals n.e.c. (includes manufacture of activated natural mineral products, animal black; animal or vegetable fats and oils and their fractions; chemically modified except those hydrogenated; inter-sterified, re-esterified or elaidinised; inedible mixtures of preparations of animal or vegetable fats or oils; hydrocarbons n.e.c.; halogenated, sulphonated, nitrated or nitrosated derivatives of hydrocarbons alcohols, phenols, phenol-alcohols; ethers, alcoholepoxides, etheer peroxides, ketone-peroxides epoxides with a three-membered ring, acetals and hemiacetals and their halogenated, sulphonated, nitrated or nitrosated derivates; aldehyde-function compounds; ketone-function compounds; anhydrides, halides, peroxides, peroxicides of carboxilic acides; esters of inorganic acids and their derivatives; amine-function compounds; oxygen function amino-compounds n.e.c.; nitrogen-compounds n.e.c.; organo-inorganic compounds; heterocylic compounds n.e.c.; enzymes, prepared enzymes n.e.c. and other basic organic chemicals n.e.c. Manufacture of provitamins, vitamins and harmones; glycosides and vegetable alkaloids and their derivates; chemically pure sugar; sugar ethers/esters and their salts; salicylic acid and its salts; esters and lysine and its esters and salts thereof; glutamic acid and its salt etc. is classified in group 304)",,,,,,,,,,,,
301,Manufacture of fertilizers and pesticides,,,,,,,,,,,,
301.1,Manufacture of straight inorganic fertilizers,,,,,,,,,,,,
301.2,Manufacture of urea and other organic fertilizers,,,,,,,,,,,,
301.3,"Manufacture of mixed, compound or complex fertilizers",,,,,,,,,,,,
301.4,"Manufacture of pesticides (insecticides, fungicides and weedicides)",,,,,,,,,,,,
301.9,Manufacture of other fertilizers and pesticides n.e.c.,,,,,,,,,,,,
302,Manufacture of plastics in primary forms, manufacture of synthetic rubber,,,,,,,,,,,
302.1,Manufacture of synthetic rubber (includes production or mixtures of synthetic rubber and natural rubber or rubber like gums (e.g. balata ) in primary forms.,,,,,,,,,,,,
302.2,"Manufacture of amino-resins, phenolic-resins and plyurethanes in primary forms.",,,,,,,,,,,,
302.3,Manufacture of cellulose and its chemical derevaties in primary forms.,,,,,,,,,,,,
302.4,"Manufacture of natural polymers and modified natural polymers in primary forms (this class includes manufacture of alginic acid and other natural polymers hardened proteins, chemical derivatives of natural rubber and other modified natural polymers.",,,,,,,,,,,,
302.9,"Manufacture of other plastics in primary forms n.e.c. (this class includes manufacture of the following in primary forms:polymers of athylene, propylene or other olefins; polymers of styrene, vinyl chloride or other halogenated olefins; polymers of vinyl acetate or other vinyl esters; acrylic polymers; poly-acetals, other polyethers and epoxide resins; polycarbo-nates alkyd resins, polyallylsilicones, not chemically defined; petroleum resins; polyterpenes and ion-exchangers based on the plastic materials classified in this group)",,,,,,,,,,,,
303,"Manufacture of paints, varnishes, and related products; artists' colours and ink",,,,,,,,,,,,
303.1,"Manufacture of prepared pigments, prepared opacifiers and prepared colours, vitrifiable enamels and glazes, engobes and similar preparations a kind used in the ceramic, enamelling or glass industry.",,,,,,,,,,,,
303.2,"Manufacture of paints, varnishes, enamels or lacquers (includes manufacture of paints and varnishes, including enamels and lacquers based on synthetic polymers or chemically modified natural polymers, dispered or dissolved in an aqueous/non-aqueous medium; drying oils, rubber based paints, oil varnishes, varnishes and lacquers based on lac, natural gum or resins (including shellac), varnishes based on litumea, pitch or similar products, distemper, whitening for cleaning footwear and prepared water pigments of a kind used for finishing leather)",,,,,,,,,,,,
303.3,Manufacture of dyes (includes manufacture of such dyes and colouring matters which are for final use by household/industrial institutional consumers. Manufacture of special dyes used in laboratories e.g. to colour microscopic preparations is also included.  Manufacture of indigo is classified in class 300.5),,,,,,,,,,,,
303.4,"Manufacture of waxes and polishes (includes Manufacture of artificial waxes, prepared waxes, polishes and creams for footwear, furniture, floor, coachwork, glass or metals and scouring-pastes/powders and similar preparations).",,,,,,,,,,,,
303.5,"Manufacture of printing, writing or drawing ink.",,,,,,,,,,,,
303.6,"Manufacture of artists' colours (includes Manufacture of modifying tints, amusement colours and the like).",,,,,,,,,,,,
303.9,"Manufacture of other paints, varnishes and related products n.e.c. (includes manufacture of prepared driers, stamping foils, pigments (including metallic powders and flakes) dispersed in non-aqueous media of a kind used in the Manufacture of paints/enamels; organic composite solvents and thinners used for the manufacture of paints/varnishes; prepared paint or varnish removers; glazier putty; grafting putty; resin cement caulking compounds and other mastics; and non-refactory surfacing preparations for facades, indoor walls, floors, ceiling or the like)",,,,,,,,,,,,
304,"Manufacture of drugs, medicines and allied products",,,,,,,,,,,,
304.1,"Manufacture of chemical substances used in the Manufacture of pharmaceuticals (This class includes manufacture of the following other than in the form of medicaments; antibiotics, endocrine products, basic vitamins, opium derivatives; sulpha drugs; serums and plasma; salicylic acid, its salts and esters; glycosides and vegetable alkaloids; chemically pure sugar and so forth)",,,,,,,,,,,,
304.2,Manufacture of allopathic pharmaceutical preparations,,,,,,,,,,,,
304.3,Manufacture of 'aurvedic' or 'unani' pharmaceutical preparations,,,,,,,,,,,,
304.4,Manufacture of homoeopathic or bio-chemic pharmaceutical preparations.,,,,,,,,,,,,
304.5,"Manufacture of surgical cotton and bandages etc. (includes manufacture of dressings, adhesive plasters, and similar articles coated with pharmaceutical substances).",,,,,,,,,,,,
304.9,"Manufacture of other pharmaceutical products n.e.c. This class includes Manufacture of the following: glands and other organs for organo-therapeutic uses; heparin and its salts; other human or animal substances prepared for therapeutic or prophylactic uses, n.e.c.; human or animal blood prepared for therapeutic, prophylactic or diagnostic uses; anticera and other blood fractions; vaccines; toxins; cultures of micro-organisms and similar products; sterile surgical cat-gut etc. for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; blood-grouping re-agents; opacifying preparations for x-ray examination; diagnostic re-agents designed to be administered to the patient; dental cements and other dental fillings; bone re-construction cements; chemical contraceptive preparations based on harmons or spermicides and so forth)",,,,,,,,,,,,
305,"Manufacture of perfumes, cosmetics, lotions, hair dressings, toothpastes, soap in any form, detergents, shampoos, shaving products, washing and cleaning preparations and other toilet preparations.",,,,,,,,,,,,
305.1,Manufacture of toilet soap (includes Manufacture of medicated soaps).,,,,,,,,,,,,
305.2,"Manufacture of soap other than for toilet use (includes Manufacture of household soaps, rosin, tall oil or naphthenate soaps and industrial soaps).",,,,,,,,,,,,
305.3,"Manufacture of organic surface-active agents (surfactants) and preparations based thereon, detergents, auxiliary washing preparations (for rinsing or bleaching cloths) and cleaning preparations (for floors/windows etc.).",,,,,,,,,,,,
305.4,Manufacture of perfumes and toilet waters (Manufacture of essential oils is classified in group 309).,,,,,,,,,,,,
305.5,"Manufacture of preparations for oral or dental hygiene (includes Manufacture of toothpastes, toothpowder, mouthwash, oral perfumes, dental fixative pastes and powders etc.)",,,,,,,,,,,,
305.6,"Manufacture of cosmetics and toilet aids (includes Manufacture of pre-shave, shaving or after shave preparations; personal deodorants and anti-respirants; perfumed bath salts and other bath preparations; beauty or make-up preparations and preparations for the care pf tje slo , other than medicaments; manicure and pedicure preparations and so forth)",,,,,,,,,,,,
305.7,"Manufacture of preparations for use on the hair (includes Manufacture of shampoos, hair sprays, hair fixers, hair oils, hair creams, hair dyes and bleaches and preparations for permanent waving or straightening of the hair etc.).",,,,,,,,,,,,
305.8,Manufacture of 'Agarbaytti' and other odoriferous preparations which operate by burning.,,,,,,,,,,,,
305.9,"Manufacture of others (includes Manufacture of scented sachets, perfumed papers, contact lense solution and animal toilet preparations etc.",,,,,,,,,,,,
306,Manufacture of man-made fibres,,,,,,,,,,,,
306.1,"Manufacture of artificial or synthetic filament tow and staple fibres, not carded or combed.",,,,,,,,,,,,
306.2,"Manufacture of synthetic or artificial filament yarn, whether or not textured, high tenacity, multiple or cabled.",,,,,,,,,,,,
306.3,Manufacture of synthetic or artificial monofilament or strip (e.g. artificial straw).,,,,,,,,,,,,
307,Manufacture of matches.,,,,,,,,,,,,
307.1,Manufacture of matches on cottage scale.,,,,,,,,,,,,
307.2,Manufacture of matches other than on cottage scale.,,,,,,,,,,,,
308,"Manufacture of explosives, ammunition and fire works",,,,,,,,,,,,
308.1,Manufacture of explosives (including industrial explosives).,,,,,,,,,,,,
308.2,Manufacture of ammunition.,,,,,,,,,,,,
308.3,Manufacture of safety fuses.,,,,,,,,,,,,
308.4,Manufacture of fire works.,,,,,,,,,,,,
308.9,Manufacture of other explosives and ammunition etc. n.e.c..,,,,,,,,,,,,
309,Manufacture of chemical products not elsewhere classified.,,,,,,,,,,,,
309.1,"Manufacture of essential oils and resinoids (this class includes Manufacture of essential oils, including concretes and absolutes obtained through expression, steam distillation or extraction; resinoids except natural or prepared oleoresins, concentrates of essential oils in fats, in fixed oils or in waxes; obtained by enflueurage or millration; terpenic by-products of deterpentation of essential oils and aqueous distillates and aqueous solution of essential oils)",,,,,,,,,,,,
309.2,"Manufacture of photochemical materials, sensitised films and paper.",,,,,,,,,,,,
309.3,Manufacture of prepared unrecorded media for sound recording and similar recording of other phenomena.,,,,,,,,,,,,
309.4,"Manufacture of fine chemicals (this class includes refining/grading and otherwise preparation of basic chemicals for laboratory or technical uses; isotopes (other than radioactive isotopes) and compounds thereof including heavy water, colloidal precious metals and compounds thereof; compounds of rare earth metals of yytrium or of scandium; and synthetic or reconstructed precious or semi-precious stones)",,,,,,,,,,,,
309.5,"Manufacture of glue and gelatine (includes Manufacture of caseinates and other casein derivatives, gelatin derivatives; using glass and peptones, their derivatives and related products).",,,,,,,,,,,,
309.6,"Manufacture of chemical elements and compounds doped for use in electronics (this class covers Manufacture of chemical elements in the forms of discs, wafers or similar form doped for used in electronics and chemical compounds such as cadmium selenide and sulphide, indium arsenide etc. containing certain additives with a view to their use in electronics in the form of cylinders, rods etc. or cut into discs  wafers or similar forms)",,,,,,,,,,,,
309.7,"Manufacture of chemical products or preparations of a kind used in the textile, paper, leather or like industries (this class covers Manufacture of chemical preparations used in the textile or like industries such as preparations to modify feel of products (stiffening agents, softening agents and fillers etc.); anti-crease and anti-shrink preparations; lustering/delustering agents; mordants used in dying or printing processes; dye carriers; blinders used to bind the pigment particles in the coating mixer for papeer industries; sizing agents or additives used in paper processing and chemical preparations used in the leather or like industries such as binders intended to anchor the pigment colour in leather, seasons specifically formulated to be applied as the final surface seal in leather finishing and water proofing agents etc. Manufacture of chemical preparations, containing less than 70% by weight of petroleum oils, of a kind used for the oil or grease treatment of textile materials, leather, furskins or the liks is also included)",,,,,,,,,,,,
309.8,"Manufacture of lubricating preparations except of petroleum (this class covers Manufacture of lubricating preparations designed to reduce friction between moving parts of machinery, lubricating preparations used in wire drawing; cutting oil preparations; bolt or nut release preparations; anti-rust or anti-corrosion preparations; mould release prepartions based on lubricants etc.  The product contained, usually less than 70% by weight of petroleum oils or of oils obtained from bituminous minerals.  Also included is manufacture of prepared additives for mineral oils, prepared liquids for hydraulic transmission except of petroleum and anti-freezing preparations or prepared de-icing fluids)",,,,,,,,,,,,
309.9,"Manufacture of other chemical products n.e.c. (this class covers Manufacture of the following :modelling pastes; dental wax or dental impression compounds and other chemical preparations for use in dentistry with a basis of plaster; preparations and charges for fire extinguishes; charged fire extinguishing grenades; prepared culture media for development of micro-organisms; composite diagnostics or laboratory re-agents n.e.c.; activated carbon; pickling preparations for metal surfaces; fluxes and other auxiliary preparations for soldering, brazing or welding; soldering, brazing or welding powders and pastes consisting of metals and other materials; preparations of a kind used as cores or coatings for welding electrodes or rods; prepared rubber accelerators; compound plasticizers for rubber or plastics; anti-oxidising preparations and other compound stabilizers for rubber or plastics; reaction initiators, reaction acccelerators and catalytic preparations n.e.c.; prepared binders for foundry moulds or cores non-binders for foundry moulds or cores non-agglomerated metal carbides mixed together or with metalic binders; prepared additives for cements, mortars or concretes and naphthenic acids, their water-insoluble salts and their easters and so forth)",,,,,,,,,,,,
310,Tyre and tube industries.,,,,,,,,,,,,
310.1,"Manufacture of tyres and tubes for motor vehicles, tractors and aircrafts.",,,,,,,,,,,,
310.2,"Manufacture of tyres and tubes for motor cycles, scooters and three-wheelers.",,,,,,,,,,,,
310.3,Manufacture of tyres and tubes for cycles.,,,,,,,,,,,,
310.4,Retreading of tyres.,,,,,,,,,,,,
310.9,Manufacture of other tyres and tubes n.e.c.,,,,,,,,,,,,
311,Manufacture of footwear made primarily of vulcanised or moulded rubber and plastics.,,,,,,,,,,,,
311.1,Manufacture of rubber footwear.,,,,,,,,,,,,
311.2,Manufacture of plastic and PVC footwear.,,,,,,,,,,,,
311.3,Manufacture of canvas-cum-rubber/plastic footwear.,,,,,,,,,,,,
312,Manufacture of rubber products not elsewhere classified,,,,,,,,,,,,
312.1,"Manufacture of rubber plates, sheets, strips, rods, tubes, hoses, and profile-shapes etc.",,,,,,,,,,,,
312.2,Manufacture of rubber conveyor or transmission belts or belting.,,,,,,,,,,,,
312.3,Manufacture of foam rubber mattresses and cushions.,,,,,,,,,,,,
312.4,Manufacture of rubber surgical and medical equipment.,,,,,,,,,,,,
312.5,Manufacture of rubber contraceptives.,,,,,,,,,,,,
312.6,Manufacture of rubber balloons.,,,,,,,,,,,,
312.9,Manufacture of other rubber products n.e.c.,,,,,,,,,,,,
313,Manufacture of plastic products not elsewhere classified.,,,,,,,,,,,,
313.1,"Manufacture of semi-finished products of plastics (this class covers manufacture of monofilament, rods, sticks and profile shapes of plastics; tubes, pipes and hoses and fittings therefore of plastics; plates, sheets, film, foil and strip of plastics, whether or not self-adhesive and floor, wall or ceiling coverings of plastics)",,,,,,,,,,,,
313.2,Manufacture of packaging products of plastics (except household).,,,,,,,,,,,,
313.3,"Manufacture of baths, wash-basins, lavatory pans and covers, flushing cisterns and similar sanitaryware of plastics.",,,,,,,,,,,,
313.4,Manufacture of furniture and fixtures of plastics.,,,,,,,,,,,,
313.5,"Manufacture of travel goods of plastics (suitcases, vanity bags, holdalls and similar articles).",,,,,,,,,,,,
313.6,Manufacture of spectacle frames.,,,,,,,,,,,,
313.7,Manufacture of moulded industrial accessories of plastics n.e.c. (including electrical insulating fittings of plastics).,,,,,,,,,,,,
313.8,"Manufacture of tableware, kitchenware and other household articles and toilet articles of plastics n.e.c. including Manufacture of vacuum flasks and other vacuum vessels (Note: Manufacture of glass-inners for vacuum vessels is classified in group 321).",,,,,,,,,,,,
313.9,"Manufacture of n.e.c. (Note: Manufacture of children's cycles, imitation jewellery, children's play equipment and artificial flowers of plastics is classified in groups 376, 383, 385 and 389 respectively.",,,,,,,,,,,,
314,"Manufacture of refined petroleum products (this group includes production of liquids of gaseous fuels, illuminating oils, lubricating oils or greases or other products obtained from crude petroleum or their fractionation productions, Liquification of natural gas is classified in group 111 and bottling of natural gas or liquified petroleum gas is classified in group 315)",,,,,,,,,,,,
315,Bottling of natural gas or liquified petroleum gas.,,,,,,,,,,,,
316,Manufacture of refined petroleum products not elsewhere classified (this group includes Manufacture of variety of products extracted/obtained from the products or residues of petroleum refining).,,,,,,,,,,,,
316.1,Manufacture of paraffin wax.,,,,,,,,,,,,
316.2,Manufacture of candles on cottage scale.,,,,,,,,,,,,
316.3,Manufacture of candles other than on cottage scale.,,,,,,,,,,,,
316.9,"Manufacture of other petroleum products n.e.c. (this class includes Manufacture of petroleum jelly, micro-cristalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues or petroleum oils or of oils obtained from bituminous minerals)",,,,,,,,,,,,
317,"Processing of nuclear fuels (this group includes extraction of uranium metals from pitch blende or other uranium bearing ores; Manufacture of alloys or dispersions or mixtures of natural uranium or its compounds, Manufacture of enriched uranium and its compounds; plutonium and its compounds; uranium depleted in U 235 and its compounds; thorium and its compounds; other radio active elements, isotops or compounds and non-irradiated fuel elements for use in nuclear reactors.  Production of heavy water is classified in group 309.)",,,,,,,,,,,,
318,"Manufacture of coke oven products (this group includes operation of coke ovens chiefly for the production of coke or semi-coke from hard-coal and lignite, retort carbon and residual products such as coal tar or pitch agglomeration of coke is included.  Distillation of coal tar is classified in group 319 below)",,,,,,,,,,,,
319,Manufacture of other coal and coal tar products not elsewhere classified.,,,,,,,,,,,,
319.1,Manufacture of naphthalene (includes Manufacture of naphthalene oils and crude naphthalene.,,,,,,,,,,,,
319.2,"Manufacture of phenols and other phenolic oils (includes Manufacture of phenols, cresols, xylenols and other phenolic oils).",,,,,,,,,,,,
319.9,"Manufacture of other products of distillation of coal tar or other mineral tars (this class covers Manufacture of oils and other products by the distillation of high temperature coal tar or by the distillation of lignite or peat or by the low temperature distillation of coal Major products of the activities included in this group are benzole, toluole, xylole and solvent naphtha; creosote oils and similar oils and products with a predominance of aromatic constituents.  Pitch and pitch coke are main by-products.)",,,,,,,,,,,,
