region,decile,name
RUS.48.1157.R1621f32c04d85058,9,Agglomeration
RUS.48.1157.Ra81ce86a80842bcb,9,Agglomeration
RUS.48.1157.Rc216d8fdd670f3f9,9,Agglomeration
RUS.48.1157.Rcdc918d7a0904fc2,9,Agglomeration
RUS.48.1158.1259,9,101
RUS.48.1158.1265,9,126
RUS.48.1158.1266,9,58
RUS.48.1158.1267,9,59
RUS.48.1158.R053dbd1a6f7b6854,9,Agglomeration
RUS.48.1158.R4e5328b3541f3ad4,9,Agglomeration
RUS.48.1158.Rc5df3994522f676a,9,Agglomeration
RUS.48.1158.Rcb34a6864afdd4b0,9,Agglomeration
RUS.48.1159,9,Zelenogradsky
RUS.4.81.81,9,NA
RUS.4.83.83,9,NA
RUS.4.89.89,9,NA
RUS.49.1160.1277.Rbc19d94f5978d609,9,NA
RUS.49.1160.1277.Rd2b22ccbb72f586b,9,NA
RUS.49.1161.1278.R0667f1956ca7f857,9,NA
RUS.49.1161.1278.Rd2f3161cb641f23b,9,NA
RUS.49.1163.1280,9,NA
RUS.49.1168.1285,9,NA
RUS.49.1170.1287,9,NA
RUS.49.1171.1288,9,NA
RUS.49.1172.1289,9,NA
RUS.49.1175.1292,9,NA
RUS.49.1176.1293,9,NA
RUS.49.1183.1300,9,NA
RUS.49.1188.1305.R2041852b997663d3,9,NA
RUS.49.1188.1305.R741217b22bc80e2e,9,NA
RUS.49.1194.1311,9,NA
RUS.49.1201.1318,9,NA
RUS.49.1206.1323,9,NA
RUS.49.1207.1324,9,NA
RUS.49.1209.1326,9,NA
RUS.49.1211.1328,9,NA
RUS.49.1212.1329.Rd10b19cec4e5503a,9,NA
RUS.49.1212.1329.Rd6bbf6d91c598e3f,9,NA
RUS.49.1213.1330,9,NA
RUS.49.1214.1331,9,NA
RUS.49.1215.1332,9,NA
RUS.49.1218.1335,9,NA
RUS.49.1219.1336,9,NA
RUS.49.1220.1337,9,NA
RUS.49.1223.1340,9,NA
RUS.49.1226.1343,9,NA
RUS.49.1227.1344,9,NA
RUS.49.1228.1345,9,NA
RUS.49.1229.1346,9,NA
RUS.49.1231.1348.Ra38b14d47a5252d2,9,NA
RUS.49.1231.1348.Ra58ef3d35365551d,9,NA
RUS.49.1238.1355,9,NA
RUS.49.1239.1356,9,NA
RUS.4.92.92,9,NA
RUS.4.93.93,9,NA
RUS.4.94.94,9,NA
RUS.4.96.96,9,NA
RUS.4.98.98,9,NA
RUS.49.R01e837fb9c4f9b28,9,Agglomeration
RUS.49.R0e508052df925212,9,Agglomeration
RUS.49.R0ef2eaa62834a48f,9,Agglomeration
RUS.49.R1f06d0de3640b101,9,Agglomeration
RUS.49.R37a6647010ce09f5,9,Agglomeration
RUS.49.R569ea0fc36ea6f90,9,Agglomeration
RUS.49.R587111dae3bf0b2c,9,Agglomeration
RUS.49.R5b4b994965686436,9,Agglomeration
RUS.49.R6b40fdf416f04cea,9,Agglomeration
RUS.49.R8c21781a778bce8f,9,Agglomeration
RUS.49.Ra93fac724037ef30,9,Agglomeration
RUS.49.Rc5324037048e4d40,9,Agglomeration
RUS.49.Rf29359a33d468075,9,Agglomeration
RUS.4.R163061a87f362c4c,9,Agglomeration
RUS.4.R6ecbfbf69e87b7db,9,Agglomeration
RUS.4.R8d7956e45e067899,9,Agglomeration
RUS.4.Rc8795e9851fa699d,9,Agglomeration
RUS.50.1243.1360,9,NA
RUS.50.1252.1369,9,NA
RUS.50.1253.1370,9,NA
RUS.50.R6366997c634a6927,9,Agglomeration
RUS.50.R9f2fcd8b569ad491,9,Agglomeration
RUS.50.Rb56e125ab0014d34,9,Agglomeration
RUS.50.Rc87a6ccb8cf67ce2,9,Agglomeration
RUS.5.107.107,9,NA
RUS.5.108.108,8,NA
RUS.5.112.112,9,NA
RUS.51.1258.1375,9,NA
RUS.51.1259.1376,9,NA
RUS.5.113.113,9,NA
RUS.5.114.114,9,NA
RUS.5.119.119,9,NA
RUS.5.122.122,9,NA
RUS.5.123.123,9,NA
RUS.5.124.124,9,NA
RUS.5.126.126,9,NA
RUS.5.127.127,9,NA
RUS.5.129.129,9,NA
RUS.52.1261.1378,9,NA
RUS.52.1263.1380,9,NA
RUS.52.1265.1382,9,NA
RUS.52.1269.1386,9,NA
RUS.52.1270.1387,9,NA
RUS.52.1276.1393,9,NA
RUS.52.1277.1394,9,NA
RUS.52.1284.1401,9,NA
RUS.52.1289.1406,9,NA
RUS.52.1290.1407,9,NA
RUS.52.1311.1428,9,NA
RUS.52.1315.1432,9,NA
RUS.52.R2e4782ce9108b640,9,Agglomeration
RUS.52.R6d55441a1e62db7f,9,Agglomeration
RUS.52.R870af991582e2cd6,9,Agglomeration
RUS.52.Re684c85d9a274e27,9,Agglomeration
RUS.52.Rf3e9b4c8432748df,9,Agglomeration
RUS.52.Rf98cecf6881392d2,9,Agglomeration
RUS.53.1317.1434,9,NA
RUS.53.1320.1437,9,NA
RUS.53.1322.1439,9,NA
RUS.53.1323.1440,9,NA
RUS.53.R59dadd62f4150bab,9,Agglomeration
RUS.53.R8c07c28dec9de299,9,Agglomeration
RUS.54.1345.1462,9,NA
RUS.54.1348.1465,9,NA
RUS.54.R1111bcf0874f2af2,9,Agglomeration
RUS.54.Rda0cb7201149a627,9,Agglomeration
RUS.55.1354.1471,9,NA
RUS.55.1361.1478,9,NA
RUS.55.1362.1479,9,NA
RUS.55.1375.1492,9,NA
RUS.55.1376.1493,9,NA
RUS.55.1380.1497,9,NA
RUS.55.R06552d78f2de406a,9,Agglomeration
RUS.55.R2cfe41fa0d4242bd,9,Agglomeration
RUS.55.R566a1377a619eb2d,9,Agglomeration
RUS.55.Re4f4dae343765235,9,Agglomeration
RUS.56.1392.1509,9,NA
RUS.56.1403.1520,9,NA
RUS.56.1409.1526,9,NA
RUS.56.1416.1533,9,NA
RUS.56.1420.1537,9,NA
RUS.56.R7fdad49744674219,9,Agglomeration
RUS.56.R855605f408404de2,9,Agglomeration
RUS.57.1434.1551,9,NA
RUS.57.1436.1553,9,NA
RUS.57.1440.1557,9,NA
RUS.57.Rb3985e7770ffd53b,9,Agglomeration
RUS.58.1451.1568,9,NA
RUS.58.1458.1575,9,NA
RUS.58.1463.1580,9,NA
RUS.58.1464.1581,9,NA
RUS.58.1467.1584,9,NA
RUS.58.1474.1591,9,NA
RUS.58.1475.1592,9,NA
RUS.58.1477.1594,9,NA
RUS.58.1479.1596,9,NA
RUS.58.1480.1597,9,NA
RUS.58.1486.1603,9,NA
RUS.58.R05b3de9d8b2cc055,9,Agglomeration
RUS.58.R2947f044d7228d30,9,Agglomeration
RUS.58.R38c3662bb2bcb2b8,9,Agglomeration
RUS.58.Rae10b399cfed501f,9,Agglomeration
RUS.59.1500.1617,9,NA
RUS.59.1503.1620,9,NA
RUS.59.1508.1625,9,NA
RUS.59.1519.1636,9,NA
RUS.59.1520.1637,9,NA
RUS.59.1521.1638,9,NA
RUS.59.R3f19d7d463350760,9,Agglomeration
RUS.59.Rb1780103395f581d,9,Agglomeration
RUS.5.R3fc7dc208e5e434c,9,Agglomeration
RUS.5.R67f74d226bc9e67c,9,Agglomeration
RUS.5.R70677b55fdccb601,9,Agglomeration
RUS.5.Ra4f28383f5a53541,9,Agglomeration
RUS.60.1530.1647,9,NA
RUS.60.1534.1651,9,NA
RUS.60.1535.1652,9,NA
RUS.60.1538.1655,9,NA
RUS.60.1549.1666,9,NA
RUS.60.1552.1669,9,NA
RUS.60.1554.1671,9,NA
RUS.60.1562.1679,9,NA
RUS.60.1565.1682,9,NA
RUS.60.R8184d562344fbe3b,9,Agglomeration
RUS.60.R818d453b6bd4e69c,9,Agglomeration
RUS.60.Ra484236a7966ccde,9,Agglomeration
RUS.60.Rcb764a99eed92a52,9,Agglomeration
RUS.61.1572.1689,9,NA
RUS.61.1573.1690,9,NA
RUS.61.1574.1691,9,NA
RUS.61.1577.1694,9,NA
RUS.61.1583.1700,9,NA
RUS.61.1591.1708,9,NA
RUS.61.1600.1717,9,NA
RUS.61.1602.1719,9,NA
RUS.6.135.135,9,NA
RUS.6.136.136,9,NA
RUS.6.137.137,9,NA
RUS.6.145.145,9,NA
RUS.6.146.146,9,NA
RUS.61.R143a9ac61fa49226,9,Agglomeration
RUS.61.R48ad2ec67adf5a44,9,Agglomeration
RUS.61.Raa1c3dd1ba74bbee,9,Agglomeration
RUS.61.Rbfab0c983fc4f85e,9,Agglomeration
RUS.62.1618.1735,9,NA
RUS.62.1621.1738,9,NA
RUS.62.1622.1739,9,NA
RUS.62.1629.1746,9,NA
RUS.62.1631.1748,9,NA
RUS.62.R714a771d8bb8a297,9,Agglomeration
RUS.63.1632.1749,9,NA
RUS.63.1633.1750,9,NA
RUS.63.1634.1751,9,NA
RUS.63.1636.1753,9,NA
RUS.63.1644.1761,9,NA
RUS.63.1646.1763,9,NA
RUS.63.1655.1772,9,NA
RUS.63.1660.1777,9,NA
RUS.63.1661.1778,9,NA
RUS.63.1670.1787,9,NA
RUS.63.1671.1788,9,NA
RUS.63.1674.1791,9,NA
RUS.63.1677.1794,9,NA
RUS.63.1685.1802,9,NA
RUS.63.1686.1803,9,NA
RUS.63.1691.1808,9,NA
RUS.63.R01777f9d594b08a3,9,Agglomeration
RUS.63.R54436e091a92cb32,9,Agglomeration
RUS.63.R5cc9847cfa209430,9,Agglomeration
RUS.63.R6540a7b65cfc51d7,9,Agglomeration
RUS.63.R6dcd466ced607291,9,Agglomeration
RUS.63.R8090f448bfd651db,9,Agglomeration
RUS.63.Rbdacdf92eda8b146,9,Agglomeration
RUS.64.1705.1822,9,NA
RUS.64.1706.1823,9,NA
RUS.64.1711.1828,9,NA
RUS.64.Rc11e7ac40c297665,9,Agglomeration
RUS.65.1723.1840,9,NA
RUS.65.1724.1841,9,NA
RUS.65.1725.1842,9,NA
RUS.65.1726.1843,9,NA
RUS.65.1727.1844,9,NA
RUS.65.1728.1845,9,NA
RUS.65.1730.1847,9,NA
RUS.65.1731.1848,9,NA
RUS.65.1733.1850,9,NA
RUS.65.1734.1851,9,NA
RUS.65.1736.1853,9,NA
RUS.65.1737.1854,9,NA
RUS.65.1738.1855,9,NA
RUS.65.1740.1857,9,NA
RUS.65.1741.1858,9,NA
RUS.65.1742.1859,9,NA
RUS.65.1743.1860,9,NA
RUS.65.1744.1861,9,NA
RUS.65.1745.1862,9,NA
RUS.65.1746.1863,9,NA
RUS.65.1747.1864,9,NA
RUS.65.1748.1865,9,NA
RUS.65.1749.1866,9,NA
RUS.65.1750.1867,9,NA
RUS.65.1752.1869,9,NA
RUS.65.1753.1870,9,NA
RUS.65.1754.1871,9,NA
RUS.65.1755.1872,9,NA
RUS.65.1756.1873,9,NA
RUS.65.1757.1874,9,NA
RUS.65.1758.1875,9,NA
RUS.65.1759.1876,9,NA
RUS.65.Raa8acebb4828e9a0,9,Agglomeration
RUS.66.1761.1878,9,NA
RUS.66.1764.1881,9,NA
RUS.66.1768.1885,9,NA
RUS.66.1770.1887,9,NA
RUS.66.R0829293116078876,9,Agglomeration
RUS.66.R80e572a8864a3b37,9,Agglomeration
RUS.66.Rc9ca8106ce8953ee,9,Agglomeration
RUS.67.1783.1900,9,NA
RUS.67.1788.1905,9,NA
RUS.67.1794.1911,9,NA
RUS.67.1800.1917,9,NA
RUS.67.1801.1918,9,NA
RUS.67.1802.1919,9,NA
RUS.67.1806.1923,9,NA
RUS.67.1809.1926,9,NA
RUS.67.1810.1927,9,NA
RUS.67.1811.1928,9,NA
RUS.67.1812.1929,9,NA
RUS.67.1813.1930,9,NA
RUS.67.1814.1931,9,NA
RUS.67.1816.1933,9,NA
RUS.67.R056ede95f8049d28,9,Agglomeration
RUS.67.R59921a5addb122c4,9,Agglomeration
RUS.67.R85d406ca24310eab,9,Agglomeration
RUS.67.Rfdc152da877a5737,9,Agglomeration
RUS.68.1819.1936,9,NA
RUS.68.1821.1938,9,NA
RUS.68.1822.1939,9,NA
RUS.68.1823.1940,9,NA
RUS.68.1838.1955,9,NA
RUS.68.1843.1960,9,NA
RUS.68.1849.1966,9,NA
RUS.68.1852.1969,9,NA
RUS.68.1856.1973,9,NA
RUS.68.1863.1980,9,NA
RUS.68.R68a7c11b47429b1c,9,Agglomeration
RUS.68.R69254554ab2f1817,9,Agglomeration
RUS.68.R9ca8679e97408a0e,9,Agglomeration
RUS.68.Rb9c1ca8f991cebc7,9,Agglomeration
RUS.69.1872.1989,9,NA
RUS.69.1888.2005,9,NA
RUS.69.1889.2006,9,NA
RUS.69.1894.2011,9,NA
RUS.69.1896.2013,9,NA
RUS.69.R845f6b9fa9134d49,9,Agglomeration
RUS.69.Ra3601f6ceead3302,9,Agglomeration
RUS.69.Re77c9b1c8163d1ee,9,Agglomeration
RUS.6.R888ea53abe37adcb,9,Agglomeration
RUS.6.R8c95a877ca9b94ff,9,Agglomeration
RUS.70.1903.2020,9,NA
RUS.70.1905.2022,9,NA
RUS.70.1906.2023,9,NA
RUS.70.1915.2032,9,NA
RUS.70.1917.2034,9,NA
RUS.70.1920.2037,9,NA
RUS.70.1924.2041,9,NA
RUS.70.1925.2042,9,NA
RUS.70.1928.2045,9,NA
RUS.70.1932.2049,9,NA
RUS.70.R42b80581c4b0ebcc,9,Agglomeration
RUS.70.R79b248d539628ded,9,Agglomeration
RUS.70.R9a1e883ac1ed4c03,9,Agglomeration
RUS.70.Ra5ca68c8f5ce1474,9,Agglomeration
RUS.70.Rc19f1afa8a7fefb2,9,Agglomeration
RUS.71.1939.2056,9,NA
RUS.71.1944.2061,9,NA
RUS.71.1946.2063,9,NA
RUS.71.1948.2065,9,NA
RUS.71.1949.2066,9,NA
RUS.71.1950.2067,9,NA
RUS.71.1952.2069,9,NA
RUS.71.1956.2073,9,NA
RUS.71.1960.2077,9,NA
RUS.71.1963.2080,9,NA
RUS.71.1971.2088,9,NA
RUS.71.1973.2090,9,NA
RUS.71.1975.2092,9,NA
RUS.71.1983.2100,9,NA
RUS.71.1989.2106,9,NA
RUS.71.1991.2108,9,NA
RUS.7.158.158,9,NA
RUS.7.161.161,9,NA
RUS.7.165.165,9,NA
RUS.7.172.172,9,NA
RUS.7.175.175,9,NA
RUS.7.181.181,9,NA
RUS.7.182.182,9,NA
RUS.7.188.188,9,NA
RUS.7.194.194,9,NA
RUS.7.198.198,9,NA
RUS.71.R1aed1040cdd4fd5a,9,Agglomeration
RUS.71.R2dda6a145864ee6d,9,Agglomeration
RUS.71.R345e5c87f0001ee8,9,Agglomeration
RUS.71.R59dc4fab912b287b,9,Agglomeration
RUS.71.R72f90d5dba9a0e19,9,Agglomeration
RUS.71.Rd4141f8ec808f5c1,9,Agglomeration
RUS.71.Rdb64f61e9fdeb647,9,Agglomeration
RUS.71.Re8c0b192759ffc84,9,Agglomeration
RUS.71.Rf5d57bb75c451bff,9,Agglomeration
RUS.7.200.200,9,NA
RUS.7.201.201,9,NA
RUS.7.204.204,9,NA
RUS.7.206.206,9,NA
RUS.7.211.211,9,NA
RUS.7.213.213,9,NA
RUS.72.1995.2112,9,NA
RUS.72.1997.2114,9,NA
RUS.72.1998.2115,9,NA
RUS.72.2001.2118,9,NA
RUS.72.2008.2125,9,NA
RUS.72.2014.2131,9,NA
RUS.72.2015.2132,9,NA
RUS.72.2018.2135,9,NA
RUS.72.R1e3c8d30ec96c803,9,Agglomeration
RUS.73.2026.2143,9,NA
RUS.73.2032.2149,9,NA
RUS.73.2036.2153,9,NA
RUS.73.2040.2157,9,NA
RUS.73.2045.2162,9,NA
RUS.73.2052.2169,9,NA
RUS.73.2054.2171,9,NA
RUS.73.2066.2183,9,NA
RUS.73.2068.2185,9,NA
RUS.73.2073.2190,9,NA
RUS.73.2074.2191,9,NA
RUS.73.R1a0286458eed79e9,9,Agglomeration
RUS.73.R324e216acf2d3172,9,Agglomeration
RUS.73.R3c0785f97a03f62f,9,Agglomeration
RUS.73.R4bd88b78443ec8f3,9,Agglomeration
RUS.73.R52c63842745110d8,9,Agglomeration
RUS.73.Rc102c769714a8287,9,Agglomeration
RUS.74.2075.2192,9,NA
RUS.74.2076.2193,9,NA
RUS.74.2077.2194,9,NA
RUS.74.2078.2195,9,NA
RUS.75.2079.2196,9,NA
RUS.75.2080.2197,9,NA
RUS.75.2084.2201,9,NA
RUS.75.2085.2202,9,NA
RUS.75.2093.2210,9,NA
RUS.75.2094.2211,9,NA
RUS.75.2095.2212,9,NA
RUS.75.2096.2213,9,NA
RUS.75.2097.2214,9,NA
RUS.75.R8c04a01619c35033,9,Agglomeration
RUS.75.Rc6cad7b97795ac90,9,Agglomeration
RUS.76.2099.2216,9,NA
RUS.76.2105.2222,9,NA
RUS.76.2110.2227,9,NA
RUS.76.2115.2232,9,NA
RUS.76.2120.2237,9,NA
RUS.76.2123.2240,9,NA
RUS.76.2124.2241,9,NA
RUS.76.R587594b3c78e36a2,9,Agglomeration
RUS.76.R9e45197b9da85237,9,Agglomeration
RUS.76.Rbb377d90dfdc844f,9,Agglomeration
RUS.76.Re5c506540ffe2630,9,Agglomeration
RUS.77.2136.2253,9,NA
RUS.77.2137.2254,9,NA
RUS.77.2145.2262,9,NA
RUS.77.R71a099c3e547e211,9,Agglomeration
RUS.78.2149.2266,9,NA
RUS.78.2151.2268,9,NA
RUS.78.2156.2273,9,NA
RUS.78.2160.2277,9,NA
RUS.78.2161.2278,9,NA
RUS.78.2162.2279,9,NA
RUS.78.2169.2286,9,NA
RUS.78.2172.2289,9,NA
RUS.78.2176.2293,9,NA
RUS.78.2177.2294,9,NA
RUS.78.2186.2303,9,NA
RUS.78.2188.2305,9,NA
RUS.78.R8fd26cf49ca0d65e,9,Agglomeration
RUS.78.R9c3e42a92c57adcc,9,Agglomeration
RUS.78.Rdb859d59494cf323,9,Agglomeration
RUS.79.2209.2326,9,NA
RUS.79.2211.2328,9,NA
RUS.79.2212.2329,9,NA
RUS.79.2214.2331,9,NA
RUS.79.2215.2332,9,NA
RUS.79.R09f2193360c4375c,9,Agglomeration
RUS.79.R6c2674fd715e7873,9,Agglomeration
RUS.79.Ra7f7c0bfc846780b,9,Agglomeration
RUS.7.R1d96ff6d0329c001,9,Agglomeration
RUS.7.R3daf5fe976aaec6f,9,Agglomeration
RUS.7.R425cf3eef1980893,9,Agglomeration
RUS.7.R662a3d15b86420aa,9,Agglomeration
RUS.7.R67947ec1b4fec9fa,9,Agglomeration
RUS.7.R7f7e951bd0e21eca,9,Agglomeration
RUS.7.R9c9fac1fa17d5c43,9,Agglomeration
RUS.7.Ra70665c996d06ff8,9,Agglomeration
RUS.80.2225.2342,9,NA
RUS.80.2226.2343,9,NA
RUS.80.2230.2347,9,NA
RUS.80.2239.2356,9,NA
RUS.80.2250.2367,9,NA
RUS.80.R970e1e290d7e4ed0,9,Agglomeration
RUS.80.Rfd5331a43dd7b720,9,Agglomeration
RUS.81.2255.2372,9,NA
RUS.81.2262.2379,9,NA
RUS.81.2268.2385,9,NA
RUS.81.2272.2389,9,NA
RUS.81.R20761b8a5eed49c1,9,Agglomeration
RUS.81.R7bdc887c1d73396c,9,Agglomeration
RUS.82,9,Ust-Orda Buryat
RUS.8.217.217,9,NA
RUS.8.219.219,9,NA
RUS.8.224.224,9,NA
RUS.8.235.235,9,NA
RUS.8.238.238,9,NA
RUS.83.2287.2404,9,NA
RUS.83.2289.2406,9,NA
RUS.83.2290.2407,9,NA
RUS.83.2292.2409,9,NA
RUS.83.2296.2413,9,NA
RUS.83.2299.2416,9,NA
RUS.83.2300.2417,9,NA
RUS.83.2301.2418,9,NA
RUS.83.2302.2419,9,NA
RUS.83.R03f0996d26b08fb1,9,Agglomeration
RUS.83.R8193c90b5b3f0936,9,Agglomeration
RUS.84.2313.2430,9,NA
RUS.84.2316.2433,9,NA
RUS.84.2317.2434,9,NA
RUS.84.2323.2440,9,NA
RUS.84.2334.2451,9,NA
RUS.84.2338.2455,9,NA
RUS.84.2340.2457,9,NA
RUS.84.R51bd361c608c56cf,9,Agglomeration
RUS.84.R681074cc8145f00b,9,Agglomeration
RUS.84.Rd3a1aaa257f8149b,9,Agglomeration
RUS.85.2347.2464,9,NA
RUS.85.2356.2473,9,NA
RUS.85.2358.2475,9,NA
RUS.85.2365.2482,9,NA
RUS.85.2368.2485,9,NA
RUS.85.2369.2486,9,NA
RUS.85.2372.2489,9,NA
RUS.85.R9d26d02254702180,9,Agglomeration
RUS.85.Re9e3d23ddfb2c710,9,Agglomeration
RUS.85.Refa6c1e93e583b23,9,Agglomeration
RUS.86.2376.2493,9,NA
RUS.86.2386.2503,9,NA
RUS.86.2390.2507,9,NA
RUS.86.2397.2514,9,NA
RUS.86.2401.2518,9,NA
RUS.86.R404498f75b9e671f,9,Agglomeration
RUS.86.R470ddbd0156c3f79,9,Agglomeration
RUS.86.Ra0f53f782c2366d4,9,Agglomeration
RUS.87.2409.2526,9,NA
RUS.87.2411.2528,9,NA
RUS.87.2412.2529,9,NA
RUS.87.2413.2530,9,NA
RUS.87.2414.2531,9,NA
RUS.87.2415.2532,9,NA
RUS.87.2417.2534,9,NA
RUS.87.2418.2535,9,NA
RUS.87.2419.2536,9,NA
RUS.87.2420.2537,9,NA
RUS.87.2421.2538,9,NA
RUS.87.R00c9bf5b6c54a50e,9,Agglomeration
RUS.88.2434.2551,9,NA
RUS.88.2436.2553,9,NA
RUS.88.2437.2554,9,NA
RUS.88.2438.2555,9,NA
RUS.88.2439.2556,9,NA
RUS.88.2440.2557,9,NA
RUS.88.R6879eda19d04572b,9,Agglomeration
RUS.88.Ra6a3d7658ca8e671,9,Agglomeration
RUS.88.Radd3f8542b626c24,9,Agglomeration
RUS.89.2445.2562,9,NA
RUS.89.2449.2566,9,NA
RUS.89.R0e5ccd295d9f7de0,9,Agglomeration
RUS.8.R414db122a0138b0a,9,Agglomeration
RUS.8.R69decdd6ea7e241d,9,Agglomeration
RUS.8.Rc351acf135eb77e4,9,Agglomeration
RUS.9.245.245,9,NA
RUS.9.246.246,9,NA
RUS.9.248.248,9,NA
RUS.9.249.249,9,NA
RUS.9.255.255,9,NA
RUS.9.260.260,9,NA
RUS.9.Re3d94077cbf1f6fc,9,Agglomeration
RUS.9.Rf893f84351df4178,9,Agglomeration
RWA.10.Ra977c1204fa9d123,1,Agglomeration
RWA.10.Rb58b973cb7c63b7f,1,Agglomeration
RWA.1.R15e86b11f2c88117,1,Agglomeration
RWA.1.R472f8c6fad125b45,1,Agglomeration
RWA.2.R94b282abf4137717,1,Agglomeration
RWA.2.Rc32a161969d6dad5,1,Agglomeration
RWA.3.R3ddb01ca287302e5,1,Agglomeration
RWA.3.Rd90d791521a98839,1,Agglomeration
RWA.4,1,Gikongoro
RWA.5.R321a672801aabeeb,1,Agglomeration
RWA.5.Rd7744ca9174eef25,1,Agglomeration
RWA.6.R3b7bc21272f609ac,1,Agglomeration
RWA.6.R9f86ef9267d7ea14,1,Agglomeration
RWA.7.R7b86a3758875055a,1,Agglomeration
RWA.7.Rec3c83e2d4721d5c,1,Agglomeration
RWA.8,1,Kibuye
RWA.9.121,1,Nyarugenge
RWA.9.R15afe147320ae9cb,1,Agglomeration
RWA.9.R1c24db3c343e6acd,1,Agglomeration
RWA.9.R37ca58562f11ebf3,1,Agglomeration
SAU.1,9,`Asir
SAU.10,9,Jizan
SAU.11,9,Makkah
SAU.12,9,Najran
SAU.13,9,Tabuk
SAU.2,9,Al Bahah
SAU.3,9,Al Hudud ash Shamaliyah
SAU.4,9,Al Jawf
SAU.5,9,Al Madinah
SAU.6,9,Al Quassim
SAU.7,9,Ar Riyad
SAU.8,9,Ash Sharqiyah
SAU.9,9,Ha'il
SDN.1.1.1.1,2,Ed Damazin
SDN.1.1.2.2,2,Kurumuk
SDN.1.1.2.3,2,Ora
SDN.1.1.3.4,2,Er Roseires
SDN.1.1.4.5,2,Baw
SDN.1.1.5.6,2,Geissan
SDN.1.1.5.7,2,Keili
SDN.1.2.10.32,2,Eg Geneid
SDN.1.2.10.33,2,Eidag
SDN.1.2.10.34,2,Rufaa
SDN.1.2.10.35,2,Tambul
SDN.1.2.11.36,2,Abud
SDN.1.2.11.37,2,El Gamusi
SDN.1.2.11.R24318363b9bed676,2,Agglomeration
SDN.1.2.12,2,Um Al Gura
SDN.1.2.6.10,2,El Mi Eiliq
SDN.1.2.6.11,2,Es Sideira
SDN.1.2.6.8,2,El Kamlin
SDN.1.2.6.9,2,El Masid
SDN.1.2.7.13,2,El Bura
SDN.1.2.7.15,2,El Kereimet
SDN.1.2.7.17,2,El Rakha & El Matori
SDN.1.2.7.19,2,Sarhan
SDN.1.2.7.Ree78896fd5070f4d,2,Agglomeration
SDN.1.2.8.21,2,Abu Haraz
SDN.1.2.8.22,2,Barakat
SDN.1.2.8.23,2,Hantub
SDN.1.2.8.24,2,Shabarga
SDN.1.2.8.25,2,Sharif Ya Qub
SDN.1.2.9.27,2,El Hasaheisa
SDN.1.2.9.28,2,El Mesellmiya
SDN.1.2.9.30,2,Meheiriba
SDN.1.2.9.31,2,Wad Haboba
SDN.1.2.9.Rb8cce776e2f4a067,2,Agglomeration
SDN.1.3.13.R270097458fe9dbbe,2,Agglomeration
SDN.1.3.13.Rbcfd111dba40fb5b,2,Agglomeration
SDN.1.3.14.51,2,Doba
SDN.1.3.14.52,2,Hamadna Allah
SDN.1.3.14.53,2,Sennar Junction
SDN.1.3.14.54,2,Sugar
SDN.1.3.14.55,2,Wad Al Abbasi
SDN.1.3.14.56,2,Wad Taktok
SDN.1.3.15.59,2,Er Ramash
SDN.1.3.15.60,2,Mazmum
SDN.1.3.15.61,2,Umm Shuka
SDN.1.3.15.62,2,Wad El Neil
SDN.1.3.15.R64d0b5fc7bd208f2,2,Agglomeration
SDN.1.4.16.66,2,El Kereida
SDN.1.4.16.Ra560698d9b904df1,2,Agglomeration
SDN.1.4.17.71,2,El Kawa
SDN.1.4.17.72,2,Es Shikh Es Sadeq
SDN.1.4.17.75,2,Wad Jar En Nabi
SDN.1.4.17.R14f41429aa4bb419,2,Agglomeration
SDN.1.4.18.76,2,Abba Island
SDN.1.4.18.77,2,Eg Gebelein
SDN.1.4.18.78,2,Rabak
SDN.1.4.19.79,2,Abu Rukba
SDN.1.4.19.81,2,Er Rawat
SDN.1.4.19.83,2,Kosti Genoub
SDN.1.4.19.84,2,Kosti Shmal
SDN.1.4.19.85,2,Tendelti
SDN.1.4.19.Reb650e89ad11b7c6,2,Agglomeration
SDN.2.5.20.86,2,El Fashir
SDN.2.5.20.87,2,Kattal
SDN.2.5.20.88,2,Korma
SDN.2.5.20.89,2,Tawilah
SDN.2.5.21.90,2,Es Serif
SDN.2.5.21.91,2,Kabkabiya
SDN.2.5.21.92,2,Serif Omar
SDN.2.5.22.93,2,Karnoy
SDN.2.5.22.94,2,Kottom
SDN.2.5.23.95,2,El Maleha
SDN.2.5.23.96,2,Millet
SDN.2.5.23.97,2,Umm Barro
SDN.2.5.24.98,2,El Le Aeit En Nabi
SDN.2.5.24.99,2,Umm Kedada
SDN.2.6.25.100,2,Abu Matariq
SDN.2.6.25.101,2,Adeila
SDN.2.6.25.102,2,Ed D Aein
SDN.2.6.25.103,2,Ferdous
SDN.2.6.26.104,2,Buram
SDN.2.6.26.105,2,Er Radom
SDN.2.6.26.106,2,Gereida
SDN.2.6.27.107,2,Idd El Ghanem
SDN.2.6.27.108,2,Kiteila
SDN.2.6.27.109,2,Kubum
SDN.2.6.27.110,2,Reheid El Birdi
SDN.2.6.28.111,2,Kass
SDN.2.6.29.112,2,Nyalla East
SDN.2.6.29.113,2,Nyalla North
SDN.2.6.29.114,2,Nyalla South West
SDN.2.6.30.115,2,Tulus
SDN.2.7.31.116,2,El Geneina
SDN.2.7.31.117,2,Habeila
SDN.2.7.31.118,2,Silel Ah
SDN.2.7.32.119,2,Garseila
SDN.2.7.32.120,2,Mukjar
